Input	Input Type	MGI Gene/Marker ID	Symbol	Name	Feature Type
ENSMUSG00000003824	Ensembl Gene Model	MGI:1919096	Syce2	synaptonemal complex central element protein 2	protein coding gene
ENSMUSG00000003847	Ensembl Gene Model	MGI:1859333	Nfat5	nuclear factor of activated T cells 5	protein coding gene
ENSMUSG00000003848	Ensembl Gene Model	MGI:1914869	Nob1	NIN1/RPN12 binding protein 1 homolog	protein coding gene
ENSMUSG00000003863	Ensembl Gene Model	MGI:1924037	Ppfia3	protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 3	protein coding gene
ENSMUSG00000003868	Ensembl Gene Model	MGI:1342299	Ruvbl2	RuvB-like protein 2	protein coding gene
ENSMUSG00000003873	Ensembl Gene Model	MGI:99702	Bax	BCL2-associated X protein	protein coding gene
ENSMUSG00000003929	Ensembl Gene Model	MGI:1890752	Zfp81	zinc finger protein 81	protein coding gene
ENSMUSG00000003948	Ensembl Gene Model	MGI:1914718	Mmd	monocyte to macrophage differentiation-associated	protein coding gene
ENSMUSG00000003955	Ensembl Gene Model	MGI:1917436	Fam162a	family with sequence similarity 162, member A	protein coding gene
ENSMUSG00000003970	Ensembl Gene Model	MGI:1350927	Rpl8	ribosomal protein L8	protein coding gene
ENSMUSG00000004018	Ensembl Gene Model	MGI:1914280	Fancl	Fanconi anemia, complementation group L	protein coding gene
ENSMUSG00000004032	Ensembl Gene Model	MGI:1309466	Gstm5	glutathione S-transferase, mu 5	protein coding gene
ENSMUSG00000004040	Ensembl Gene Model	MGI:103038	Stat3	signal transducer and activator of transcription 3	protein coding gene
ENSMUSG00000004071	Ensembl Gene Model	MGI:1913876	Cdip1	cell death inducing Trp53 target 1	protein coding gene
ENSMUSG00000004085	Ensembl Gene Model	MGI:2443258	Map3k20	mitogen-activated protein kinase kinase kinase 20	protein coding gene
ENSMUSG00000004096	Ensembl Gene Model	MGI:1913320	Cwc15	CWC15 spliceosome-associated protein	protein coding gene
ENSMUSG00000004099	Ensembl Gene Model	MGI:94912	Dnmt1	DNA methyltransferase (cytosine-5) 1	protein coding gene
ENSMUSG00000004207	Ensembl Gene Model	MGI:97783	Psap	prosaposin	protein coding gene
ENSMUSG00000004221	Ensembl Gene Model	MGI:1338074	Ikbkg	inhibitor of kappaB kinase gamma	protein coding gene
ENSMUSG00000004263	Ensembl Gene Model	MGI:104725	Atn1	atrophin 1	protein coding gene
ENSMUSG00000004264	Ensembl Gene Model	MGI:102520	Phb2	prohibitin 2	protein coding gene
ENSMUSG00000004268	Ensembl Gene Model	MGI:1315195	Emg1	EMG1 N1-specific pseudouridine methyltransferase	protein coding gene
ENSMUSG00000004270	Ensembl Gene Model	MGI:1315211	Lpcat3	lysophosphatidylcholine acyltransferase 3	protein coding gene
ENSMUSG00000004285	Ensembl Gene Model	MGI:1913394	Atp6v1f	ATPase, H+ transporting, lysosomal V1 subunit F	protein coding gene
ENSMUSG00000004317	Ensembl Gene Model	MGI:99486	Clcn5	chloride channel, voltage-sensitive 5	protein coding gene
ENSMUSG00000004344	Ensembl Gene Model	MGI:104886	Gpx5	glutathione peroxidase 5	protein coding gene
ENSMUSG00000004359	Ensembl Gene Model	MGI:1341168	Spic	Spi-C transcription factor (Spi-1/PU.1 related)	protein coding gene
ENSMUSG00000004364	Ensembl Gene Model	MGI:1347360	Cul3	cullin 3	protein coding gene
ENSMUSG00000004393	Ensembl Gene Model	MGI:1277172	Ddx56	DEAD (Asp-Glu-Ala-Asp) box polypeptide 56	protein coding gene
ENSMUSG00000004394	Ensembl Gene Model	MGI:1915070	Tmed4	transmembrane p24 trafficking protein 4	protein coding gene
ENSMUSG00000004446	Ensembl Gene Model	MGI:108093	Bid	BH3 interacting domain death agonist	protein coding gene
ENSMUSG00000004451	Ensembl Gene Model	MGI:1927244	Ralb	v-ral simian leukemia viral oncogene B	protein coding gene
ENSMUSG00000004455	Ensembl Gene Model	MGI:104872	Ppp1cc	protein phosphatase 1, catalytic subunit, gamma isoform	protein coding gene
ENSMUSG00000004460	Ensembl Gene Model	MGI:1915088	Dnajb11	DnaJ heat shock protein family (Hsp40) member B11	protein coding gene
ENSMUSG00000004561	Ensembl Gene Model	MGI:1098577	Mettl17	methyltransferase like 17	protein coding gene
ENSMUSG00000004565	Ensembl Gene Model	MGI:1354723	Pnpla6	patatin-like phospholipase domain containing 6	protein coding gene
ENSMUSG00000004567	Ensembl Gene Model	MGI:1890498	Mcoln1	mucolipin 1	protein coding gene
ENSMUSG00000004591	Ensembl Gene Model	MGI:109211	Pkn2	protein kinase N2	protein coding gene
ENSMUSG00000004610	Ensembl Gene Model	MGI:106098	Etfb	electron transferring flavoprotein, beta polypeptide	protein coding gene
ENSMUSG00000004626	Ensembl Gene Model	MGI:107370	Stxbp2	syntaxin binding protein 2	protein coding gene
ENSMUSG00000004631	Ensembl Gene Model	MGI:1329042	Sgce	sarcoglycan, epsilon	protein coding gene
ENSMUSG00000004637	Ensembl Gene Model	MGI:1931237	Wwox	WW domain-containing oxidoreductase	protein coding gene
ENSMUSG00000004642	Ensembl Gene Model	MGI:108402	Slbp	stem-loop binding protein	protein coding gene
ENSMUSG00000004661	Ensembl Gene Model	MGI:1930768	Arid3b	AT rich interactive domain 3B (BRIGHT-like)	protein coding gene
ENSMUSG00000004665	Ensembl Gene Model	MGI:105093	Cnn2	calponin 2	protein coding gene
ENSMUSG00000004667	Ensembl Gene Model	MGI:1913670	Polr2e	polymerase (RNA) II (DNA directed) polypeptide E	protein coding gene
ENSMUSG00000004677	Ensembl Gene Model	MGI:106624	Myo9b	myosin IXb	protein coding gene
ENSMUSG00000004771	Ensembl Gene Model	MGI:1858202	Rab11a	RAB11A, member RAS oncogene family	protein coding gene
ENSMUSG00000004846	Ensembl Gene Model	MGI:1347008	Plod3	procollagen-lysine, 2-oxoglutarate 5-dioxygenase 3	protein coding gene
ENSMUSG00000004865	Ensembl Gene Model	MGI:106908	Srpk1	serine/arginine-rich protein specific kinase 1	protein coding gene
ENSMUSG00000004880	Ensembl Gene Model	MGI:2138281	Lbr	lamin B receptor	protein coding gene
ENSMUSG00000004897	Ensembl Gene Model	MGI:1194494	Hdgf	hepatoma-derived growth factor	protein coding gene
ENSMUSG00000004934	Ensembl Gene Model	MGI:2136940	Pias4	protein inhibitor of activated STAT 4	protein coding gene
ENSMUSG00000004936	Ensembl Gene Model	MGI:1346866	Map2k1	mitogen-activated protein kinase kinase 1	protein coding gene
ENSMUSG00000004937	Ensembl Gene Model	MGI:1098703	Sgta	small glutamine-rich tetratricopeptide repeat (TPR)-containing, alpha	protein coding gene
ENSMUSG00000004945	Ensembl Gene Model	MGI:1917794	Tmem242	transmembrane protein 242	protein coding gene
ENSMUSG00000004951	Ensembl Gene Model	MGI:96240	Hspb1	heat shock protein 1	protein coding gene
ENSMUSG00000004961	Ensembl Gene Model	MGI:1926368	Syt5	synaptotagmin V	protein coding gene
ENSMUSG00000004980	Ensembl Gene Model	MGI:104819	Hnrnpa2b1	heterogeneous nuclear ribonucleoprotein A2/B1	protein coding gene
ENSMUSG00000004996	Ensembl Gene Model	MGI:1915123	Mri1	methylthioribose-1-phosphate isomerase 1	protein coding gene
ENSMUSG00000005034	Ensembl Gene Model	MGI:97594	Prkacb	protein kinase, cAMP dependent, catalytic, beta	protein coding gene
ENSMUSG00000005054	Ensembl Gene Model	MGI:109514	Cstb	cystatin B	protein coding gene
ENSMUSG00000005069	Ensembl Gene Model	MGI:1098808	Pex5	peroxisomal biogenesis factor 5	protein coding gene
ENSMUSG00000005078	Ensembl Gene Model	MGI:1915057	Jkamp	JNK1/MAPK8-associated membrane protein	protein coding gene
ENSMUSG00000005102	Ensembl Gene Model	MGI:1353427	Eif2ak4	eukaryotic translation initiation factor 2 alpha kinase 4	protein coding gene
ENSMUSG00000005103	Ensembl Gene Model	MGI:1337100	Wdr1	WD repeat domain 1	protein coding gene
ENSMUSG00000005148	Ensembl Gene Model	MGI:1338056	Klf5	Kruppel-like factor 5	protein coding gene
ENSMUSG00000005150	Ensembl Gene Model	MGI:1915086	Wdr83	WD repeat domain containing 83	protein coding gene
ENSMUSG00000005161	Ensembl Gene Model	MGI:109486	Prdx2	peroxiredoxin 2	protein coding gene
ENSMUSG00000005198	Ensembl Gene Model	MGI:98086	Polr2a	polymerase (RNA) II (DNA directed) polypeptide A	protein coding gene
ENSMUSG00000005204	Ensembl Gene Model	MGI:2158736	Senp3	SUMO/sentrin specific peptidase 3	protein coding gene
ENSMUSG00000005233	Ensembl Gene Model	MGI:1913692	Spc25	SPC25, NDC80 kinetochore complex component, homolog (S. cerevisiae)	protein coding gene
ENSMUSG00000005262	Ensembl Gene Model	MGI:109353	Ufd1	ubiquitin recognition factor in ER-associated degradation 1	protein coding gene
ENSMUSG00000005299	Ensembl Gene Model	MGI:1932557	Letm1	leucine zipper-EF-hand containing transmembrane protein 1	protein coding gene
ENSMUSG00000005312	Ensembl Gene Model	MGI:1860276	Ubqln1	ubiquilin 1	protein coding gene
ENSMUSG00000005320	Ensembl Gene Model	MGI:95525	Fgfr4	fibroblast growth factor receptor 4	protein coding gene
ENSMUSG00000005354	Ensembl Gene Model	MGI:1929468	Txn2	thioredoxin 2	protein coding gene
ENSMUSG00000005357	Ensembl Gene Model	MGI:1096331	Slc1a6	solute carrier family 1 (high affinity aspartate/glutamate transporter), member 6	protein coding gene
ENSMUSG00000005370	Ensembl Gene Model	MGI:1343961	Msh6	mutS homolog 6	protein coding gene
ENSMUSG00000005397	Ensembl Gene Model	MGI:97342	Nid1	nidogen 1	protein coding gene
ENSMUSG00000005410	Ensembl Gene Model	MGI:103197	Mcm5	minichromosome maintenance complex component 5	protein coding gene
ENSMUSG00000005417	Ensembl Gene Model	MGI:1349438	Mprip	myosin phosphatase Rho interacting protein	protein coding gene
ENSMUSG00000005442	Ensembl Gene Model	MGI:1918972	Cic	capicua transcriptional repressor	protein coding gene
ENSMUSG00000005447	Ensembl Gene Model	MGI:108414	Pafah1b3	platelet-activating factor acetylhydrolase, isoform 1b, subunit 3	protein coding gene
ENSMUSG00000005469	Ensembl Gene Model	MGI:97592	Prkaca	protein kinase, cAMP dependent, catalytic, alpha	protein coding gene
ENSMUSG00000005470	Ensembl Gene Model	MGI:1914179	Asf1b	anti-silencing function 1B histone chaperone	protein coding gene
ENSMUSG00000005481	Ensembl Gene Model	MGI:1915528	Ddx39	DEAD (Asp-Glu-Ala-Asp) box polypeptide 39	protein coding gene
ENSMUSG00000005483	Ensembl Gene Model	MGI:1931874	Dnajb1	DnaJ heat shock protein family (Hsp40) member B1	protein coding gene
ENSMUSG00000005501	Ensembl Gene Model	MGI:2443184	Usp40	ubiquitin specific peptidase 40	protein coding gene
ENSMUSG00000005506	Ensembl Gene Model	MGI:1342295	Celf1	CUGBP, Elav-like family member 1	protein coding gene
ENSMUSG00000005514	Ensembl Gene Model	MGI:97744	Por	P450 (cytochrome) oxidoreductase	protein coding gene
ENSMUSG00000005533	Ensembl Gene Model	MGI:96433	Igf1r	insulin-like growth factor I receptor	protein coding gene
ENSMUSG00000005566	Ensembl Gene Model	MGI:109274	Trim28	tripartite motif-containing 28	protein coding gene
ENSMUSG00000005610	Ensembl Gene Model	MGI:109207	Eif4g2	eukaryotic translation initiation factor 4, gamma 2	protein coding gene
ENSMUSG00000005625	Ensembl Gene Model	MGI:1201670	Psmd4	proteasome (prosome, macropain) 26S subunit, non-ATPase, 4	protein coding gene
ENSMUSG00000005656	Ensembl Gene Model	MGI:1919433	Snx6	sorting nexin 6	protein coding gene
ENSMUSG00000005667	Ensembl Gene Model	MGI:1338850	Mthfd2	methylenetetrahydrofolate dehydrogenase (NAD+ dependent), methenyltetrahydrofolate cyclohydrolase	protein coding gene
ENSMUSG00000005672	Ensembl Gene Model	MGI:96677	Kit	KIT proto-oncogene receptor tyrosine kinase	protein coding gene
ENSMUSG00000005674	Ensembl Gene Model	MGI:3589112	Tomm40l	translocase of outer mitochondrial membrane 40 homolog-like (yeast)	protein coding gene
ENSMUSG00000005682	Ensembl Gene Model	MGI:1918984	Pan2	PAN2 poly(A) specific ribonuclease subunit	protein coding gene
ENSMUSG00000005683	Ensembl Gene Model	MGI:88529	Cs	citrate synthase	protein coding gene
ENSMUSG00000005687	Ensembl Gene Model	MGI:1915433	Bcas2	breast carcinoma amplified sequence 2	protein coding gene
ENSMUSG00000005698	Ensembl Gene Model	MGI:109447	Ctcf	CCCTC-binding factor	protein coding gene
ENSMUSG00000005732	Ensembl Gene Model	MGI:96269	Ranbp1	RAN binding protein 1	protein coding gene
ENSMUSG00000005779	Ensembl Gene Model	MGI:1098257	Psmb4	proteasome (prosome, macropain) subunit, beta type 4	protein coding gene
ENSMUSG00000005813	Ensembl Gene Model	MGI:1922874	Metap1	methionyl aminopeptidase 1	protein coding gene
ENSMUSG00000005846	Ensembl Gene Model	MGI:1913659	Rsl1d1	ribosomal L1 domain containing 1	protein coding gene
ENSMUSG00000005881	Ensembl Gene Model	MGI:1913616	Ergic3	ERGIC and golgi 3	protein coding gene
ENSMUSG00000005886	Ensembl Gene Model	MGI:1276533	Ncoa2	nuclear receptor coactivator 2	protein coding gene
ENSMUSG00000005899	Ensembl Gene Model	MGI:1924876	Smpd4	sphingomyelin phosphodiesterase 4	protein coding gene
ENSMUSG00000005907	Ensembl Gene Model	MGI:1918632	Pex1	peroxisomal biogenesis factor 1	protein coding gene
ENSMUSG00000005951	Ensembl Gene Model	MGI:1921887	Shpk	sedoheptulokinase	protein coding gene
ENSMUSG00000005958	Ensembl Gene Model	MGI:104770	Ephb3	Eph receptor B3	protein coding gene
ENSMUSG00000005981	Ensembl Gene Model	MGI:1915265	Trap1	TNF receptor-associated protein 1	protein coding gene
ENSMUSG00000005982	Ensembl Gene Model	MGI:1922013	Naa60	N(alpha)-acetyltransferase 60, NatF catalytic subunit	protein coding gene
ENSMUSG00000006005	Ensembl Gene Model	MGI:1922066	Tpr	translocated promoter region, nuclear basket protein	protein coding gene
ENSMUSG00000006007	Ensembl Gene Model	MGI:98090	Pdc	phosducin	protein coding gene
ENSMUSG00000006010	Ensembl Gene Model	MGI:2385108	BC003331	cDNA sequence BC003331	protein coding gene
ENSMUSG00000006050	Ensembl Gene Model	MGI:1344414	Sra1	steroid receptor RNA activator 1	protein coding gene
ENSMUSG00000006056	Ensembl Gene Model	MGI:1343177	Calcoco2	calcium binding and coiled-coil domain 2	protein coding gene
ENSMUSG00000006057	Ensembl Gene Model	MGI:107653	Atp5g1	ATP synthase, H+ transporting, mitochondrial F0 complex, subunit C1 (subunit 9)	protein coding gene
ENSMUSG00000006058	Ensembl Gene Model	MGI:1343161	Snf8	SNF8, ESCRT-II complex subunit, homolog (S. cerevisiae)	protein coding gene
ENSMUSG00000006095	Ensembl Gene Model	MGI:1913661	Tbcb	tubulin folding cofactor B	protein coding gene
ENSMUSG00000006169	Ensembl Gene Model	MGI:2144243	Clint1	clathrin interactor 1	protein coding gene
ENSMUSG00000006205	Ensembl Gene Model	MGI:1929076	Htra1	HtrA serine peptidase 1	protein coding gene
ENSMUSG00000006215	Ensembl Gene Model	MGI:107410	Zbtb17	zinc finger and BTB domain containing 17	protein coding gene
ENSMUSG00000006219	Ensembl Gene Model	MGI:1921452	Fblim1	filamin binding LIM protein 1	protein coding gene
ENSMUSG00000006262	Ensembl Gene Model	MGI:1915723	Mob1b	MOB kinase activator 1B	protein coding gene
ENSMUSG00000006273	Ensembl Gene Model	MGI:109618	Atp6v1b2	ATPase, H+ transporting, lysosomal V1 subunit B2	protein coding gene
ENSMUSG00000006276	Ensembl Gene Model	MGI:104582	Eps15l1	epidermal growth factor receptor pathway substrate 15-like 1	protein coding gene
ENSMUSG00000006288	Ensembl Gene Model	MGI:2683584	Ttc5	tetratricopeptide repeat domain 5	protein coding gene
ENSMUSG00000006299	Ensembl Gene Model	MGI:107809	Aamp	angio-associated migratory protein	protein coding gene
ENSMUSG00000006304	Ensembl Gene Model	MGI:1923959	Arpc2	actin related protein 2/3 complex, subunit 2	protein coding gene
ENSMUSG00000006307	Ensembl Gene Model	MGI:109565	Kmt2b	lysine (K)-specific methyltransferase 2B	protein coding gene
ENSMUSG00000006315	Ensembl Gene Model	MGI:1915011	Tmem147	transmembrane protein 147	protein coding gene
ENSMUSG00000006333	Ensembl Gene Model	MGI:1924096	Rps9	ribosomal protein S9	protein coding gene
ENSMUSG00000006342	Ensembl Gene Model	MGI:1918983	Susd2	sushi domain containing 2	protein coding gene
ENSMUSG00000006356	Ensembl Gene Model	MGI:1915587	Crip2	cysteine rich protein 2	protein coding gene
ENSMUSG00000006369	Ensembl Gene Model	MGI:95487	Fbln1	fibulin 1	protein coding gene
ENSMUSG00000006378	Ensembl Gene Model	MGI:1349389	Gcat	glycine C-acetyltransferase (2-amino-3-ketobutyrate-coenzyme A ligase)	protein coding gene
ENSMUSG00000006395	Ensembl Gene Model	MGI:1915430	Hyi	hydroxypyruvate isomerase (putative)	polymorphic pseudogene
ENSMUSG00000006398	Ensembl Gene Model	MGI:1859866	Cdc20	cell division cycle 20	protein coding gene
ENSMUSG00000006403	Ensembl Gene Model	MGI:1339949	Adamts4	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 4	protein coding gene
ENSMUSG00000006412	Ensembl Gene Model	MGI:1276111	Pfdn2	prefoldin 2	protein coding gene
ENSMUSG00000006423	Ensembl Gene Model	MGI:1924894	C330007P06Rik	RIKEN cDNA C330007P06 gene	protein coding gene
ENSMUSG00000006435	Ensembl Gene Model	MGI:1334263	Neurl1a	neuralized E3 ubiquitin protein ligase 1A	protein coding gene
ENSMUSG00000006442	Ensembl Gene Model	MGI:102690	Srm	spermidine synthase	protein coding gene
ENSMUSG00000006456	Ensembl Gene Model	MGI:1929092	Rbm14	RNA binding motif protein 14	protein coding gene
ENSMUSG00000006457	Ensembl Gene Model	MGI:99678	Actn3	actinin alpha 3	protein coding gene
ENSMUSG00000006526	Ensembl Gene Model	MGI:1921500	Tmem110	transmembrane protein 110	protein coding gene
ENSMUSG00000006527	Ensembl Gene Model	MGI:1859609	Sfmbt1	Scm-like with four mbt domains 1	protein coding gene
ENSMUSG00000006585	Ensembl Gene Model	MGI:1914427	Cdt1	chromatin licensing and DNA replication factor 1	protein coding gene
ENSMUSG00000006589	Ensembl Gene Model	MGI:88061	Aprt	adenine phosphoribosyl transferase	protein coding gene
ENSMUSG00000006599	Ensembl Gene Model	MGI:1277216	Gtf2h1	general transcription factor II H, polypeptide 1	protein coding gene
ENSMUSG00000006651	Ensembl Gene Model	MGI:88046	Aplp1	amyloid beta (A4) precursor-like protein 1	protein coding gene
ENSMUSG00000006673	Ensembl Gene Model	MGI:1916482	Qrich1	glutamine-rich 1	protein coding gene
ENSMUSG00000006699	Ensembl Gene Model	MGI:106211	Cdc42	cell division cycle 42	protein coding gene
ENSMUSG00000006705	Ensembl Gene Model	MGI:1201409	Pknox1	Pbx/knotted 1 homeobox	protein coding gene
ENSMUSG00000006717	Ensembl Gene Model	MGI:1914084	Acot13	acyl-CoA thioesterase 13	protein coding gene
ENSMUSG00000006728	Ensembl Gene Model	MGI:88357	Cdk4	cyclin-dependent kinase 4	protein coding gene
ENSMUSG00000006732	Ensembl Gene Model	MGI:1339986	Mettl1	methyltransferase like 1	protein coding gene
ENSMUSG00000006740	Ensembl Gene Model	MGI:1098268	Kif5b	kinesin family member 5B	protein coding gene
ENSMUSG00000006763	Ensembl Gene Model	MGI:1926185	Saal1	serum amyloid A-like 1	protein coding gene
ENSMUSG00000006782	Ensembl Gene Model	MGI:88437	Cnp	2',3'-cyclic nucleotide 3' phosphodiesterase	protein coding gene
ENSMUSG00000006818	Ensembl Gene Model	MGI:98352	Sod2	superoxide dismutase 2, mitochondrial	protein coding gene
ENSMUSG00000006850	Ensembl Gene Model	MGI:1919233	Tmco6	transmembrane and coiled-coil domains 6	protein coding gene
ENSMUSG00000006930	Ensembl Gene Model	MGI:1261831	Hap1	huntingtin-associated protein 1	protein coding gene
ENSMUSG00000006932	Ensembl Gene Model	MGI:88276	Ctnnb1	catenin (cadherin associated protein), beta 1	protein coding gene
ENSMUSG00000006958	Ensembl Gene Model	MGI:1313268	Chrd	chordin	protein coding gene
